"seqword_main_id","genus","species","strain","description","lineage","lineage","lineage","sequence","sequence_length","locus_length","left_border","fk_accessions_id"
437,"Lactobacillus","acidophilus","NCFM","Lactobacillus acidophilus NCFM chromosome I, NC_006814","Firmicutes","Firmicutes",1,1993561,1993561,0,437,
913,"Streptococcus","agalactiae","NEM316","Streptococcus agalactiae NEM316 chromosome I, NC_004368","Firmicutes","Firmicutes",1,2211485,2211485,0,913,
907,"Staphylococcus","saprophyticus",,"Staphylococcus saprophyticus  chromosome I, NC_007350","Firmicutes","Firmicutes",1,2516575,2516575,0,907,
890,"Staphylococcus","aureus","subsp. aureus JH9","Staphylococcus aureus subsp. aureus JH9 chromosome I, NC_009487","Firmicutes","Firmicutes",1,2906700,2906700,0,890,
264,"Clostridium","difficile",630,"Clostridium difficile 630 chromosome I, NC_009089","Firmicutes","Firmicutes",1,4290252,4290252,0,264,
490,"Listeria","welshimeri","serovar 6b SLCC5334","Listeria welshimeri serovar 6b SLCC5334 chromosome I, NC_008555","Firmicutes","Firmicutes",1,2814130,2814130,0,490,
1074,"Alkaliphilus","oremlandii","OhILAs","Alkaliphilus oremlandii OhILAs chromosome I, NC_009922","Firmicutes","Firmicutes",1,3123558,3123558,0,1107,
483,"Leuconostoc","mesenteroides","subsp. mesenteroides ATCC 8293","Leuconostoc mesenteroides subsp. mesenteroides ATCC 8293 chromosome I, NC_008531","Firmicutes","Firmicutes",1,2038396,2038396,0,483,
1278,"Clostridium","botulinum","B1","Clostridium botulinum B1 Okra chromosome, I$NC_010516.txt","Firmicutes","Firmicutes",1,3958233,3958233,0,1301,
2525,"Streptococcus","pneumoniae","JJA","Streptococcus pneumoniae JJA chromosome I, NC_012466","Firmicutes","Firmicutes",1,2120234,2120234,0,2540,
2530,"Brevibacillus","brevis","NBRC 100599","Brevibacillus brevis NBRC 100599 chromosome I, NC_012491","Firmicutes","Firmicutes",1,6296436,6296436,0,2545,
2523,"Streptococcus","equi","subsp. equi 4047","Streptococcus equi subsp. equi 4047 chromosome I, NC_012471","Firmicutes","Firmicutes",1,2253793,2253793,0,2538,
2524,"Streptococcus","equi","subsp. zooepidemicus","Streptococcus equi subsp. zooepidemicus chromosome I, NC_012470","Firmicutes","Firmicutes",1,2149868,2149868,0,2539,
2515,"Bacillus","cereus","03BB102","Bacillus cereus 03BB102 chromosome I, NC_012472","Firmicutes","Firmicutes",1,5269628,5269628,0,2530,
2542,"Exiguobacterium","sp.","AT1b","Exiguobacterium sp. AT1b chromosome I, NC_012673","Firmicutes","Firmicutes",1,2999895,2999895,0,2557,
2527,"Streptococcus","pneumoniae","Taiwan19F-14","Streptococcus pneumoniae Taiwan19F-14 chromosome I, NC_012469","Firmicutes","Firmicutes",1,2112148,2112148,0,2542,
911,"Streptococcus","agalactiae","2603VR","Streptococcus agalactiae 2603VR chromosome I, NC_004116","Firmicutes","Firmicutes",1,2160267,2160267,0,911,
912,"Streptococcus","agalactiae","A909","Streptococcus agalactiae A909 chromosome I, NC_007432","Firmicutes","Firmicutes",1,2127839,2127839,0,912,
1294,"Exiguobacterium","sibiricum","255-15","Exiguobacterium sibiricum 255-15 chromosome I, NC_010556","Firmicutes","Firmicutes",1,3034136,3034136,0,1317,
485,"Listeria","innocua","Clip11262","Listeria innocua Clip11262 chromosome I, NC_003212","Firmicutes","Firmicutes",1,3011208,3011208,0,485,
81,"Bacillus","clausii","KSM-K16","Bacillus clausii KSM-K16 chromosome I, NC_006582","Firmicutes","Firmicutes",1,4303871,4303871,0,81,
379,"Geobacillus","thermodenitrificans","NG80-2","Geobacillus thermodenitrificans NG80-2 chromosome I, NC_009328","Firmicutes","Firmicutes",1,3550319,3550319,0,379,
487,"Listeria","monocytogenes","4bF2365","Listeria monocytogenes 4bF2365 chromosome I, NC_002973","Firmicutes","Firmicutes",1,2905187,2905187,0,487,
303,"Desulfitobacterium","hafniense","Y51","Desulfitobacterium hafniense Y51 chromosome I, NC_007907","Firmicutes","Firmicutes",1,5727534,5727534,0,303,
458,"Lactococcus","lactis","subsp. cremoris SK11","Lactococcus lactis subsp. cremoris SK11 chromosome I, NC_008527","Firmicutes","Firmicutes",1,2438589,2438589,0,458,
66,"Bacillus","anthracis","Ames-Ancestor","Bacillus anthracis Ames-Ancestor chromosome I, NC_007530","Firmicutes","Firmicutes",1,5227419,5227419,0,66,
1410,"Streptococcus","pneumoniae","G54","Streptococcus pneumoniae G54 chromosome I, NC_011072","Firmicutes","Firmicutes",1,2078953,2078953,0,1425,
1221,"Bacillus","weihenstephanensis","KBAB4","Bacillus weihenstephanensis KBAB4 chromosome I, NC_010184","Firmicutes","Firmicutes",1,5262775,5262775,0,1253,
1487,"Clostridium","botulinum","E3 Alaska E43","Clostridium botulinum E3 Alaska E43 chromosome I, NC_010723","Firmicutes","Firmicutes",1,3659644,3659644,0,1502,
918,"Streptococcus","pneumoniae","TIGR4","Streptococcus pneumoniae TIGR4 chromosome I, NC_003028","Firmicutes","Firmicutes",1,2160837,2160837,0,918,
307,"Desulfotomaculum","reducens","MI-1","Desulfotomaculum reducens MI-1 chromosome I, NC_009253","Firmicutes","Firmicutes",1,3608104,3608104,0,307,
279,"Clostridium","thermocellum","ATCC 27405","Clostridium thermocellum ATCC 27405 chromosome I, NC_009012","Firmicutes","Firmicutes",1,3843301,3843301,0,279,
261,"Clostridium","botulinum","F Langeland","Clostridium botulinum F Langeland chromosome I, NC_009699","Firmicutes","Firmicutes",1,3995387,3995387,0,261,
448,"Lactobacillus","plantarum","WCFS1","Lactobacillus plantarum WCFS1 chromosome I, NC_004567","Firmicutes","Firmicutes",1,3308274,3308274,0,448,
887,"Staphylococcus","aureus","subsp. aureus COL","Staphylococcus aureus subsp. aureus COL chromosome I, NC_002951","Firmicutes","Firmicutes",1,2809422,2809422,0,887,
73,"Bacillus","cereus","ATCC14579","Bacillus cereus ATCC14579 chromosome I, NC_004722","Firmicutes","Firmicutes",1,5411809,5411809,0,73,
1200,"Lactobacillus","helveticus","DPC 4571","Lactobacillus helveticus DPC 4571 chromosome I, NC_010080","Firmicutes","Firmicutes",1,2080931,2080931,0,1232,
450,"Lactobacillus","reuteri","F275","Lactobacillus reuteri F275 chromosome I, NC_009513","Firmicutes","Firmicutes",1,1999618,1999618,0,450,
593,"Mycoplasma","pulmonis","UAB-CTIP","Mycoplasma pulmonis UAB-CTIP chromosome I, NC_002771","Firmicutes","Firmicutes",1,963879,963879,0,593,
451,"Lactobacillus","sakei","subsp. sakei 23K","Lactobacillus sakei subsp. sakei 23K chromosome I, NC_007576","Firmicutes","Firmicutes",1,1884661,1884661,0,451,
1210,"Staphylococcus","aureus","subsp. aureus USA300_TCH1516","Staphylococcus aureus subsp. aureus USA300_TCH1516 chromosome I, NC_010079","Firmicutes","Firmicutes",1,2872915,2872915,0,1242,
457,"Lactococcus","lactis","subsp. cremoris MG1363","Lactococcus lactis subsp. cremoris MG1363 chromosome I, NC_009004","Firmicutes","Firmicutes",1,2529478,2529478,0,457,
445,"Lactobacillus","gasseri","ATCC 33323","Lactobacillus gasseri ATCC 33323 chromosome I, NC_008530","Firmicutes","Firmicutes",1,1894360,1894360,0,445,
642,"Onion","yellows","phytoplasma OY-M","Onion yellows phytoplasma OY-M chromosome I, NC_005303","Firmicutes","Firmicutes",1,860631,860631,0,642,
443,"Lactobacillus","delbrueckii","subsp. bulgaricus ATCC 11842","Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 chromosome I, NC_008054","Firmicutes","Firmicutes",1,1864998,1864998,0,443,
441,"Lactobacillus","casei","ATCC 334","Lactobacillus casei ATCC 334 chromosome I, NC_008526","Firmicutes","Firmicutes",1,2895264,2895264,0,441,
65,"Bacillus","anthracis","Ames","Bacillus anthracis Ames chromosome I, NC_003997","Firmicutes","Firmicutes",1,5227293,5227293,0,65,
258,"Clostridium","botulinum","A ATCC3502","Clostridium botulinum A ATCC3502 chromosome I, NC_009495","Firmicutes","Firmicutes",1,3886916,3886916,0,258,
1196,"Clostridium","phytofermentans","ISDg","Clostridium phytofermentans ISDg chromosome I, NC_010001","Firmicutes","Firmicutes",1,4847594,4847594,0,1228,
2499,"Streptococcus","uberis","0140J","Streptococcus uberis 0140J chromosome I, NC_012004","Firmicutes","Firmicutes",1,1852352,1852352,0,2514,
1354,"Streptococcus","pneumoniae","Hungary19A-6","Streptococcus pneumoniae Hungary19A-6 chromosome I, NC_010380","Firmicutes","Firmicutes",1,2245615,2245615,0,1370,
586,"Mycoplasma","hyopneumoniae",232,"Mycoplasma hyopneumoniae 232 chromosome I, NC_006360","Firmicutes","Firmicutes",1,892758,892758,0,586,
537,"Moorella","thermoacetica","ATCC 39073","Moorella thermoacetica ATCC 39073 chromosome I, NC_007644","Firmicutes","Firmicutes",1,2628784,2628784,0,537,
931,"Streptococcus","sanguinis","SK36","Streptococcus sanguinis SK36 chromosome I, NC_009009","Firmicutes","Firmicutes",1,2388435,2388435,0,931,
446,"Lactobacillus","johnsonii","NCC533","Lactobacillus johnsonii NCC533 chromosome I, NC_005362","Firmicutes","Firmicutes",1,1992676,1992676,0,446,
64,"Bacillus","amyloliquefaciens","FZB42","Bacillus amyloliquefaciens FZB42 chromosome I, NC_009725","Firmicutes","Firmicutes",1,3918589,3918589,0,64,
59,"Aster_yellows_witches_broom","phytoplasma","AYWB","Aster_yellows_witches_broom phytoplasma AYWB chromosome I, NC_007716","Firmicutes","Firmicutes",1,706569,706569,0,59,
2513,"Staphylococcus","carnosus","subsp. carnosus TM300","Staphylococcus carnosus subsp. carnosus TM300 chromosome I, NC_012121","Firmicutes","Firmicutes",1,2566424,2566424,0,2528,
1462,"Streptococcus","pyogenes","M1 GAS","Streptococcus pyogenes M1 GAS chromosome I, NC_002737","Firmicutes","Firmicutes",1,1852441,1852441,0,1477,
590,"Mycoplasma","mycoides","SC-PG1","Mycoplasma mycoides SC-PG1 chromosome I, NC_005364","Firmicutes","Firmicutes",1,1211703,1211703,0,590,
2500,"Anaerocellum","thermophilum","DSM 6725","Anaerocellum thermophilum DSM 6725 chromosome I, NC_012034","Firmicutes","Firmicutes",1,2919718,2919718,0,2515,
1419,"Streptococcus","equi","subsp. zooepidemicus MGCS10565","Streptococcus equi subsp. zooepidemicus MGCS10565 chromosome I, NC_011134","Firmicutes","Firmicutes",1,2024171,2024171,0,1434,
376,"Fusobacterium","nucleatum","ATCC25586","Fusobacterium nucleatum ATCC25586 chromosome I, NC_003454","Fusobacteria","Fusobacteria",1,2174500,2174500,0,376,
2550,"Tolumonas","auensis","DSM 9187","Tolumonas auensis DSM 9187 chromosome I, NC_012691","Gammaproteobacteria","Gammaproteobacteria",1,3209521,3209521,0,2565,
473,"Legionella","pneumophila","Philadelphia-1","Legionella pneumophila Philadelphia-1 chromosome I, NC_002942","Gammaproteobacteria","Gammaproteobacteria",1,3397754,3397754,0,473,
107,"Blochmannia","floridanus","%","Blochmannia floridanus chromosome I, NC_005061","Gammaproteobacteria","Gammaproteobacteria",1,705557,705557,0,107,
1385,"Erwinia","tasmaniensis","Et1-99","Erwinia tasmaniensis Et1-99 chromosome I, NC_010694","Gammaproteobacteria","Gammaproteobacteria",1,3883467,3883467,0,1400,
1499,"Xanthomonas","campestris","pv. campestris B100","Xanthomonas campestris pv. campestris B100 chromosome I, NC_010688","Gammaproteobacteria","Gammaproteobacteria",1,5079002,5079002,0,1514,
20,"Actinobacillus","succinogenes","130Z","Actinobacillus succinogenes 130Z chromosome I, NC_009655","Gammaproteobacteria","Gammaproteobacteria",1,2319663,2319663,0,20,
816,"Salmonella","enterica","subsp. enterica serovar Typhi CT18","Salmonella enterica subsp. enterica serovar Typhi CT18 chromosome I, NC_003198","Gammaproteobacteria","Gammaproteobacteria",1,4809037,4809037,0,816,
832,"Shewanella","denitrificans","OS217","Shewanella denitrificans OS217 chromosome I, NC_007954","Gammaproteobacteria","Gammaproteobacteria",1,4545906,4545906,0,832,
661,"Photobacterium","profundum","SS9","Photobacterium profundum SS9 chromosome I, NC_006370","Gammaproteobacteria","Gammaproteobacteria",1,4085304,4085304,0,661,
805,"Ruthia","magnifica","Cm (Calyptogena_magnifica)","Ruthia magnifica Cm (Calyptogena_magnifica) chromosome I, NC_008610","Gammaproteobacteria","Gammaproteobacteria",1,1160782,1160782,0,805,
834,"Shewanella","loihica","PV-4","Shewanella loihica PV-4 chromosome I, NC_009092","Gammaproteobacteria","Gammaproteobacteria",1,4602594,4602594,0,834,
813,"Salmonella","enterica","SC-B67","Salmonella enterica SC-B67 chromosome I, NC_006905","Gammaproteobacteria","Gammaproteobacteria",1,4755700,4755700,0,813,
824,"Shewanella","amazonensis","SB2B","Shewanella amazonensis SB2B chromosome I, NC_008700","Gammaproteobacteria","Gammaproteobacteria",1,4306142,4306142,0,824,
819,"Salmonella","enterica","Ty2","Salmonella enterica Ty2 chromosome I, NC_004631","Gammaproteobacteria","Gammaproteobacteria",1,4791961,4791961,0,819,
830,"Shewanella","baltica","OS185","Shewanella baltica OS185 chromosome I, NC_009665","Gammaproteobacteria","Gammaproteobacteria",1,5229686,5229686,0,830,
812,"Salmonella","enterica","ATCC9150","Salmonella enterica ATCC9150 chromosome I, NC_006511","Gammaproteobacteria","Gammaproteobacteria",1,4585229,4585229,0,812,
825,"Shewanella","baltica","OS155","Shewanella baltica OS155 chromosome I, NC_009052","Gammaproteobacteria","Gammaproteobacteria",1,5127376,5127376,0,825,
1006,"Vibrio","parahaemolyticus","RIMD2210633","Vibrio parahaemolyticus RIMD2210633 chromosome I, NC_004603","Gammaproteobacteria","Gammaproteobacteria",1,3288558,3288558,0,1006,
1045,"Yersinia","pestis","CO92","Yersinia pestis CO92 chromosome I, NC_003143","Gammaproteobacteria","Gammaproteobacteria",1,4653728,4653728,0,1045,
705,"Pseudomonas","aeruginosa","PA01","Pseudomonas aeruginosa PA01 chromosome I, NC_002516","Gammaproteobacteria","Gammaproteobacteria",1,6264403,6264403,0,705,
1037,"Yersinia","pestis","Antiqua","Yersinia pestis Antiqua chromosome I, NC_008150","Gammaproteobacteria","Gammaproteobacteria",1,4702289,4702289,0,1037,
1532,"Coxiella","burnetii","CbuK_Q154","Coxiella burnetii CbuK_Q154 chromosome I, NC_011528","Gammaproteobacteria","Gammaproteobacteria",1,2063100,2063100,0,1547,
1531,"Coxiella","burnetii","CbuG_Q212","Coxiella burnetii CbuG_Q212 chromosome I, NC_011527","Gammaproteobacteria","Gammaproteobacteria",1,2008870,2008870,0,1546,
432,"Klebsiella","pneumoniae","subsp. pneumoniae MGH 78578","Klebsiella pneumoniae subsp. pneumoniae MGH 78578 chromosome I, NC_009648","Gammaproteobacteria","Gammaproteobacteria",1,5315120,5315120,0,432,
839,"Shewanella","sp.","ANA-3","Shewanella sp. ANA-3 chromosome I, NC_008577","Gammaproteobacteria","Gammaproteobacteria",1,4972204,4972204,0,839,
396,"Haemophilus","influenzae","PittGG","Haemophilus influenzae PittGG chromosome I, NC_009567","Gammaproteobacteria","Gammaproteobacteria",1,1887192,1887192,0,396,
837,"Shewanella","putrefaciens","CN-32","Shewanella putrefaciens CN-32 chromosome I, NC_009438","Gammaproteobacteria","Gammaproteobacteria",1,4659220,4659220,0,837,
846,"Shigella","dysenteriae","Sd197","Shigella dysenteriae Sd197 chromosome I, NC_007606","Gammaproteobacteria","Gammaproteobacteria",1,4369232,4369232,0,846,
843,"Shewanella","sp.","W3-18-1","Shewanella sp. W3-18-1 chromosome I, NC_008750","Gammaproteobacteria","Gammaproteobacteria",1,4708380,4708380,0,843,
841,"Shewanella","sp.","MR-4","Shewanella sp. MR-4 chromosome I, NC_008321","Gammaproteobacteria","Gammaproteobacteria",1,4706287,4706287,0,841,
707,"Pseudomonas","aeruginosa","UCBPP-PA14","Pseudomonas aeruginosa UCBPP-PA14 chromosome I, NC_008463","Gammaproteobacteria","Gammaproteobacteria",1,6537648,6537648,0,707,
345,"Escherichia","coli",536,"Escherichia coli 536 chromosome I, NC_008253","Gammaproteobacteria","Gammaproteobacteria",1,4938920,4938920,0,345,
1052,"Yersinia","pestis","Nepal516","Yersinia pestis Nepal516 chromosome I, NC_008149","Gammaproteobacteria","Gammaproteobacteria",1,4534590,4534590,0,1052,
1034,"Xylella","fastidiosa","Temecula1","Xylella fastidiosa Temecula1 chromosome I, NC_004556","Gammaproteobacteria","Gammaproteobacteria",1,2519802,2519802,0,1034,
1035,"Yersinia","enterocolitica",8081,"Yersinia enterocolitica 8081 chromosome I, NC_008800","Gammaproteobacteria","Gammaproteobacteria",1,4615899,4615899,0,1035,
1412,"Yersinia","pseudotuberculosis","PB1+","Yersinia pseudotuberculosis PB1+ chromosome I, NC_010634","Gammaproteobacteria","Gammaproteobacteria",1,4695619,4695619,0,1427,
870,"Sodalis","glossinidius","morsitans","Sodalis glossinidius morsitans chromosome I, NC_007712","Gammaproteobacteria","Gammaproteobacteria",1,4171146,4171146,0,870,
1367,"Xylella","fastidiosa","M23","Xylella fastidiosa M23 chromosome I, NC_010577","Gammaproteobacteria","Gammaproteobacteria",1,2535690,2535690,0,1382,
1406,"Salmonella","enterica","subsp. enterica serovar Newport SL254","Salmonella enterica subsp. enterica serovar Newport SL254 chromosome I, NC_011080","Gammaproteobacteria","Gammaproteobacteria",1,4827641,4827641,0,1421,
1403,"Salmonella","enterica","subsp. enterica serovar Heidelberg SL476","Salmonella enterica subsp. enterica serovar Heidelberg SL476 chromosome I, NC_011083","Gammaproteobacteria","Gammaproteobacteria",1,4888768,4888768,0,1418,
998,"Vibrio","cholerae","O395","Vibrio cholerae O395 chromosome I, NC_009456","Gammaproteobacteria","Gammaproteobacteria",1,1108250,1108250,0,998,
1014,"Wigglesworthia","glossinidia","endosymbiont-of-Glossina-brevipalpis","Wigglesworthia glossinidia endosymbiont-of-Glossina-brevipalpis chromosome I, NC_004344","Gammaproteobacteria","Gammaproteobacteria",1,697724,697724,0,1014,
1435,"Enterobacter","sakazakii","ATCC BAA-894","Enterobacter sakazakii ATCC BAA-894 chromosome I, NC_009778","Gammaproteobacteria","Gammaproteobacteria",1,4368373,4368373,0,1450,
1440,"Escherichia","coli","CFT073","Escherichia coli CFT073 chromosome I, NC_004431","Gammaproteobacteria","Gammaproteobacteria",1,5231428,5231428,0,1455,
1009,"Vibrio","vulnificus","CMCP6","Vibrio vulnificus CMCP6 chromosome I, NC_004459","Gammaproteobacteria","Gammaproteobacteria",1,3288558,3288558,0,1009,
1431,"Citrobacter","koseri","ATCC BAA-895","Citrobacter koseri ATCC BAA-895 chromosome I, NC_009792","Gammaproteobacteria","Gammaproteobacteria",1,4720462,4720462,0,1446,
1030,"Xanthomonas","oryzae","KACC10331","Xanthomonas oryzae KACC10331 chromosome I, NC_006834","Gammaproteobacteria","Gammaproteobacteria",1,4941439,4941439,0,1030,
1031,"Xanthomonas","oryzae","pv. oryzae MAFF 311018","Xanthomonas oryzae pv. oryzae MAFF 311018 chromosome I, NC_007705","Gammaproteobacteria","Gammaproteobacteria",1,4940217,4940217,0,1031,
1020,"Xanthomonas","axonopodis",306,"Xanthomonas axonopodis 306 chromosome I, NC_003919","Gammaproteobacteria","Gammaproteobacteria",1,5175554,5175554,0,1020,
1024,"Xanthomonas","campestris","85-10","Xanthomonas campestris 85-10 chromosome I, NC_007508","Gammaproteobacteria","Gammaproteobacteria",1,5178466,5178466,0,1024,
1288,"Escherichia","coli","K12","Escherichia coli K12 subDH10B chromosome, I$NC_010473.txt","Gammaproteobacteria","Gammaproteobacteria",1,4686137,4686137,0,1311,
1011,"Vibrio","vulnificus","YJ016","Vibrio vulnificus YJ016 chromosome I, NC_005139","Gammaproteobacteria","Gammaproteobacteria",1,3354505,3354505,0,1011,
393,"Haemophilus","ducreyi","35000HP","Haemophilus ducreyi 35000HP chromosome I, NC_002940","Gammaproteobacteria","Gammaproteobacteria",1,1698955,1698955,0,393,
848,"Shigella","flexneri","2a-2457T","Shigella flexneri 2a-2457T chromosome I, NC_004741","Gammaproteobacteria","Gammaproteobacteria",1,4599354,4599354,0,848,
1270,"Cellvibrio","japonicus","Ueda107","Cellvibrio japonicus Ueda107 chromosome I, NC_010995","Gammaproteobacteria","Gammaproteobacteria",1,4576573,4576573,0,1297,
